API ID,API Name,Description,Endpoint,Menu,Method,Related Tables,Screen list,System,説明
ST-ATT-003-API-01-Create Attendance,Create Attendance,Tạo mới Create Attendance.,/api/v1/staff/attendance,Attendance Management,POST,tenant_db.[TBD: staff_attendance / shift_schedule],勤怠入力 (https://www.notion.so/362f02c407dd8095b26dec60c24a75d2?pvs=21),Staff Mobile APP,Create Attendanceを新規作成する。
ST-ATT-004-API-01-Update Attendance,Update Attendance,Cập nhật Update Attendance.,/api/v1/staff/attendance/{id},Attendance Management,PATCH,tenant_db.[TBD: staff_attendance / shift_schedule],勤怠修正 (https://www.notion.so/362f02c407dd80f0b9b6cbd1a3f3f40f?pvs=21),Staff Mobile APP,Update Attendanceを更新する。
ST-ATT-005-API-01-Submit Attendance,Submit Attendance,Gửi hoặc xử lý Submit Attendance.,/api/v1/staff/attendance/submit,Attendance Management,POST,tenant_db.[TBD: staff_attendance / shift_schedule],勤怠提出 (https://www.notion.so/362f02c407dd80bfa972cb9915d97259?pvs=21),Staff Mobile APP,Submit Attendanceを送信または処理する。
ST-ATT-006-API-01-Attendance Approval Status,Attendance Approval Status,Lấy thông tin trạng thái phê duyệt chấm công.,/api/v1/staff/attendance/approval-status,Attendance Management,GET,tenant_db.[TBD: staff_attendance / shift_schedule],勤怠承認状況 (https://www.notion.so/362f02c407dd8066bc60e88950e82dd7?pvs=21),Staff Mobile APP,勤怠承認状況の情報を取得する。
ST-ATT-007-API-01-Shift Schedule,Shift Schedule,Lấy thông tin lịch ca làm việc.,/api/v1/staff/shifts,Attendance Management,GET,tenant_db.[TBD: staff_attendance / shift_schedule],シフト予定 (https://www.notion.so/362f02c407dd80d18515ffe0ef78eea8?pvs=21),Staff Mobile APP,シフト予定の情報を取得する。
ST-ATT-008-API-01-Work Schedule Calendar,Work Schedule Calendar,Lấy thông tin lịch làm việc dạng calendar.,/api/v1/staff/calendar,Attendance Management,GET,tenant_db.[TBD: staff_attendance / shift_schedule],勤務カレンダー (https://www.notion.so/362f02c407dd8025b0d2c16d38fd9fb2?pvs=21),Staff Mobile APP,勤務カレンダーの情報を取得する。
ST-ATT-009-API-01-Overtime Alert List,Overtime Alert List,"Lấy danh sách cảnh báo tăng ca, hỗ trợ tìm kiếm/lọc.",/api/v1/staff/overtime-alerts,Attendance Management,GET,tenant_db.[TBD: staff_attendance / shift_schedule],残業アラート (https://www.notion.so/362f02c407dd80aea4f9c3e2566de799?pvs=21),Staff Mobile APP,残業アラート一覧を取得し、検索・絞り込みに利用する。
ST-SET-001-API-01-Get Notification Setting,Get Notification Setting,Lấy thông tin thiết lập thông báo.,/api/v1/staff/settings/notifications,Settings,GET,"central_db.notification_history, tenant_db.[TBD: notification_read], tenant_db.[TBD: staff_setting]",通知設定 (https://www.notion.so/362f02c407dd802eb020c5cc77bf04ba?pvs=21),Staff Mobile APP,通知設定の情報を取得する。
ST-SET-001-API-02-Update Notification Setting,Update Notification Setting,Cập nhật thiết lập thông báo.,/api/v1/staff/settings/notifications,Settings,PATCH,"central_db.notification_history, tenant_db.[TBD: notification_read], tenant_db.[TBD: staff_setting]",通知設定 (https://www.notion.so/362f02c407dd802eb020c5cc77bf04ba?pvs=21),Staff Mobile APP,通知設定を更新する。
ST-SET-002-API-01-Get Language Setting,Get Language Setting,Lấy thông tin thiết lập ngôn ngữ.,/api/v1/staff/settings/language,Settings,GET,tenant_db.[TBD: staff_setting],言語設定 (https://www.notion.so/362f02c407dd80fcb79df4a070c07ba5?pvs=21),Staff Mobile APP,言語設定の情報を取得する。
ST-SET-002-API-02-Update Language Setting,Update Language Setting,Cập nhật thiết lập ngôn ngữ.,/api/v1/staff/settings/language,Settings,PATCH,tenant_db.[TBD: staff_setting],言語設定 (https://www.notion.so/362f02c407dd80fcb79df4a070c07ba5?pvs=21),Staff Mobile APP,言語設定を更新する。
ST-SET-003-API-01-App Version Information,App Version Information,Lấy thông tin thông tin phiên bản ứng dụng.,/api/v1/staff/settings/version,Settings,GET,"tenant_db.[TBD: staff_setting], central_db.[TBD: app_version]",バージョン情報 (https://www.notion.so/362f02c407dd80e886aedaa8d78e4465?pvs=21),Staff Mobile APP,アプリバージョン情報の情報を取得する。
ST-SET-004-API-01-Terms And Privacy,Terms And Privacy,Lấy thông tin điều khoản sử dụng và chính sách riêng tư.,/api/v1/staff/settings/policy,Settings,GET,"tenant_db.[TBD: staff_setting], central_db.[TBD: terms_privacy_policy]",利用規約・プライバシー (https://www.notion.so/362f02c407dd80378821fe94ed1f5bb1?pvs=21),Staff Mobile APP,利用規約・プライバシーポリシーの情報を取得する。
MO-REQ-001-API-02-Export Request List,Export Request List,Xuất danh sách yêu cầu ra file.,/api/v1/moto/requestst/export,Request Management,GET,"central_db.r_deal_moto_saki, tenant_db.[TBD: staffing_request / estimate_response], tenant_db.[TBD: staff], tenant_db.[TBD: staff_skill / employment_history / account]",派遣照会一覧 (https://www.notion.so/362f02c407dd803cbce3df75f1066096?pvs=21),MOTO Portal,依頼一覧をファイル出力する。
MO-REQ-002-API-01-Get Request Detail,Get Request Detail,Lấy chi tiết yêu cầu theo ID.,/api/v1/moto/requests/{id},Request Management,GET,"central_db.r_deal_moto_saki, tenant_db.[TBD: staffing_request / estimate_response], tenant_db.[TBD: staff], tenant_db.[TBD: staff_skill / employment_history / account]",派遣照会詳細 (https://www.notion.so/362f02c407dd80fb8e3ef701dfd046cb?pvs=21),MOTO Portal,ID指定で依頼詳細を取得する。
MO-CON-001-API-01-Get Contract List,Get Contract List,"Lấy danh sách hợp đồng, hỗ trợ tìm kiếm/lọc.",/api/v1/moto/contracts/contract-list,Contract Management,GET,"central_db.r_deal_moto_saki, tenant_db.[TBD: contract / contract_document]",契約一覧 (https://www.notion.so/362f02c407dd807cb827f5b2512d0f7c?pvs=21),MOTO Portal,契約一覧を取得し、検索・絞り込みに利用する。
MO-REQ-004-API-01-Submit/Process Staffing Response,Submit/Process Staffing Response,Gửi hoặc xử lý phản hồi yêu cầu nhân sự.,/api/v1/moto/requests/staffing-response/submit,Request Management,POST,"central_db.r_deal_moto_saki, tenant_db.[TBD: staffing_request / estimate_response], tenant_db.[TBD: staff], tenant_db.[TBD: staff_skill / employment_history / account]",派遣照会回答 (https://www.notion.so/362f02c407dd80049751c61437cec1c7?pvs=21),MOTO Portal,人材依頼回答を送信または処理する。
MO-REQ-003-API-01-Submit/Process Estimate Response,Submit/Process Estimate Response,Gửi hoặc xử lý phản hồi báo giá.,/api/v1/moto/requests/estimate-response/submit,Request Management,POST,"central_db.r_deal_moto_saki, tenant_db.[TBD: staffing_request / estimate_response]",見積回答 (https://www.notion.so/362f02c407dd8029aff5d0b4e0568062?pvs=21),MOTO Portal,見積回答を送信または処理する。
MO-CON-002-API-01-Get Contract Detail・Edit,Get Contract Detail・Edit,Lấy chi tiết/chỉnh sửa hợp đồng theo ID.,/api/v1/moto/contracts/contract-detail-edit,Contract Management,GET,"central_db.r_deal_moto_saki, tenant_db.[TBD: contract / contract_document]",契約詳細 (https://www.notion.so/362f02c407dd80b480f8d26ab47c255f?pvs=21),MOTO Portal,ID指定で契約詳細／編集を取得する。
MO-CON-002-API-02-Update Contract Detail・Edit,Update Contract Detail・Edit,Cập nhật chi tiết/chỉnh sửa hợp đồng.,/api/v1/moto/contracts/contract-detail-edit,Contract Management,PATCH,"central_db.r_deal_moto_saki, tenant_db.[TBD: contract / contract_document]",契約詳細 (https://www.notion.so/362f02c407dd80b480f8d26ab47c255f?pvs=21),MOTO Portal,契約詳細／編集を更新する。
MO-CON-003-API-01-Create Create Contract,Create Create Contract,Tạo mới hợp đồng.,/api/v1/moto/contracts,Contract Management,POST,"central_db.r_deal_moto_saki, tenant_db.[TBD: contract / contract_document]",契約作成 (https://www.notion.so/362f02c407dd800099cbd7b6c336cf14?pvs=21),MOTO Portal,契約を新規作成する。
MO-CON-004-API-01-Create Create Contract From Request,Create Create Contract From Request,Tạo mới hợp đồng.,/api/v1/moto/contracts,Contract Management,POST,"central_db.r_deal_moto_saki, tenant_db.[TBD: staffing_request / estimate_response], tenant_db.[TBD: contract / contract_document], tenant_db.[TBD: staff], tenant_db.[TBD: staff_skill / employment_history / account]",派遣照会から契約作成 (https://www.notion.so/362f02c407dd80bca656e1a9e0bdb7c5?pvs=21),MOTO Portal,契約を新規作成する。
MO-CON-005-API-01-Get Draft Contract List,Get Draft Contract List,"Lấy danh sách hợp đồng nháp, hỗ trợ tìm kiếm/lọc.",/api/v1/moto/contracts/draft-contract-list,Contract Management,GET,"central_db.r_deal_moto_saki, tenant_db.[TBD: contract / contract_document]",作成中契約一覧 (https://www.notion.so/362f02c407dd8008b36ad59dbe7ee473?pvs=21),MOTO Portal,下書き契約一覧を取得し、検索・絞り込みに利用する。
MO-CON-006-API-01-Get Contract Extension,Get Contract Extension,Lấy thông tin gia hạn hợp đồng.,/api/v1/moto/contracts/contract-extension,Contract Management,GET,"central_db.r_deal_moto_saki, tenant_db.[TBD: contract / contract_document]",契約延長 (https://www.notion.so/362f02c407dd80069d16f5d6d47b2072?pvs=21),MOTO Portal,契約延長の情報を取得する。
MO-CON-007-API-01-Get Contract End,Get Contract End,Lấy thông tin kết thúc hợp đồng.,/api/v1/moto/contracts/contract-end,Contract Management,GET,"central_db.r_deal_moto_saki, tenant_db.[TBD: contract / contract_document]",契約終了 (https://www.notion.so/362f02c407dd8078bbe2e2f26c61dd91?pvs=21),MOTO Portal,契約終了の情報を取得する。
MO-CON-008-API-01-Upload Contract Upload,Upload Contract Upload,Tải lên file hợp đồng để import/xử lý.,/api/v1/moto/contracts/uploads,Contract Management,POST,"central_db.r_deal_moto_saki, tenant_db.[TBD: contract / contract_document], tenant_db.[TBD: file_upload_history / upload_result / validation_error]",契約アップロード (https://www.notion.so/362f02c407dd80c4abf0ec0ee86b1c51?pvs=21),MOTO Portal,契約ファイルをアップロードして取込／処理する。
MO-CON-008-API-02-Get Upload Result,Get Upload Result,Xem kết quả upload/import.,/api/v1/moto/contracts/uploads/results,Contract Management,GET,"central_db.r_deal_moto_saki, tenant_db.[TBD: contract / contract_document], tenant_db.[TBD: file_upload_history / upload_result / validation_error]",契約アップロード (https://www.notion.so/362f02c407dd80c4abf0ec0ee86b1c51?pvs=21),MOTO Portal,アップロード／取込結果を確認する。
MO-ATT-001-API-01-Get Attendance Dashboard,Get Attendance Dashboard,Lấy tổng quan chấm công.,/api/v1/moto/attendance/attendance-dashboard,Attendance Management,GET,"tenant_db.[TBD: attendance / attendance_approval], tenant_db.[TBD: contract / staff]",勤怠TOP (https://www.notion.so/TOP-362f02c407dd8027906ed2c6b6ce2674?pvs=21),MOTO Portal,勤怠概要を取得する。
MO-ATT-002-API-01-Get Attendance Search,Get Attendance Search,"Lấy danh sách tìm kiếm chấm công, hỗ trợ tìm kiếm/lọc.",/api/v1/moto/attendance/attendance-search,Attendance Management,GET,"tenant_db.[TBD: attendance / attendance_approval], tenant_db.[TBD: contract / staff]",勤怠検索 (https://www.notion.so/362f02c407dd80bfae28d5674b088a0b?pvs=21),MOTO Portal,勤怠検索一覧を取得し、検索・絞り込みに利用する。
MO-ATT-003-API-01-Get Attendance Detail,Get Attendance Detail,Lấy chi tiết chấm công theo ID.,/api/v1/moto/attendance/{id},Attendance Management,GET,"tenant_db.[TBD: attendance / attendance_approval], tenant_db.[TBD: contract / staff]",勤怠詳細 (https://www.notion.so/362f02c407dd802b9625feb5c689bbb0?pvs=21),MOTO Portal,ID指定で勤怠詳細を取得する。
MO-ATT-004-API-01-Submit/Process Proxy Attendance,Submit/Process Proxy Attendance,Gửi hoặc xử lý chấm công thay.,/api/v1/moto/attendance/proxy-attendance/submit,Attendance Management,POST,"tenant_db.[TBD: attendance / attendance_approval], tenant_db.[TBD: contract / staff], tenant_db.[TBD: staff], tenant_db.[TBD: staff_skill / employment_history / account]",代理申請 (https://www.notion.so/362f02c407dd80f8a03bc30420858fd2?pvs=21),MOTO Portal,代理勤怠を送信または処理する。
MO-ATT-005-API-01-Submit/Process Pending Attendance List,Submit/Process Pending Attendance List,"Lấy danh sách chấm công chờ xử lý, hỗ trợ tìm kiếm/lọc.",/api/v1/moto/attendance/pending-attendance-list/submit,Attendance Management,POST,"tenant_db.[TBD: attendance / attendance_approval], tenant_db.[TBD: contract / staff]",未申請一覧 (https://www.notion.so/362f02c407dd8005b4e3c32ca7fb33a2?pvs=21),MOTO Portal,処理待ち勤怠一覧を取得し、検索・絞り込みに利用する。
MO-ATT-006-API-01-Submit/Process Pending Approval List,Submit/Process Pending Approval List,Phê duyệt danh sách chờ phê duyệt.,/api/v1/moto/attendance/pending-approval-list/submit,Attendance Management,POST,"tenant_db.[TBD: attendance / attendance_approval], tenant_db.[TBD: contract / staff]",未承認一覧 (https://www.notion.so/362f02c407dd8097bfc6fa2b3a268c0b?pvs=21),MOTO Portal,承認待ち一覧を承認する。
MO-BILL-001-API-01-Get Invoice List,Get Invoice List,"Lấy danh sách hóa đơn, hỗ trợ tìm kiếm/lọc.",/api/v1/moto/billing/invoice-list,Billing Management,GET,"tenant_db.[TBD: invoice / billing], tenant_db.[TBD: attendance]",請求一覧 (https://www.notion.so/362f02c407dd803c9593f44646da0867?pvs=21),MOTO Portal,請求書一覧を取得し、検索・絞り込みに利用する。
MO-BILL-002-API-01-Get Invoice Detail,Get Invoice Detail,Lấy chi tiết hóa đơn theo ID.,/api/v1/moto/billing/{id},Billing Management,GET,"tenant_db.[TBD: invoice / billing], tenant_db.[TBD: attendance]",請求詳細 (https://www.notion.so/362f02c407dd806682a7c9c190237d10?pvs=21),MOTO Portal,ID指定で請求書詳細を取得する。
MO-BILL-003-API-01-Create Create Invoice,Create Create Invoice,Tạo mới hóa đơn.,/api/v1/moto/billing,Billing Management,POST,"tenant_db.[TBD: attendance / attendance_approval], tenant_db.[TBD: contract / staff], tenant_db.[TBD: invoice / billing], tenant_db.[TBD: attendance]",請求書作成 (https://www.notion.so/362f02c407dd80a097b2cc1b7f51c2ce?pvs=21),MOTO Portal,請求書を新規作成する。
MO-BILL-004-API-01-Submit/Process Submit Invoice,Submit/Process Submit Invoice,Gửi hoặc xử lý gửi hóa đơn.,/api/v1/moto/billing/submit-invoice/submit,Billing Management,POST,"tenant_db.[TBD: invoice / billing], tenant_db.[TBD: attendance]",請求書提出 (https://www.notion.so/362f02c407dd806b891cf5c1c676e058?pvs=21),MOTO Portal,請求書提出を送信または処理する。
MO-STF-001-API-01-Get Staff List,Get Staff List,"Lấy danh sách nhân viên, hỗ trợ tìm kiếm/lọc.",/api/v1/moto/staff/staff-list,Staff Management,GET,"tenant_db.[TBD: staff], tenant_db.[TBD: staff_skill / employment_history / account]",スタッフ一覧 (https://www.notion.so/362f02c407dd80faa158f3bf900f6d91?pvs=21),MOTO Portal,スタッフ一覧を取得し、検索・絞り込みに利用する。
MO-STF-002-API-01-Create Create Staff,Create Create Staff,Tạo mới nhân viên.,/api/v1/moto/staff,Staff Management,POST,"tenant_db.[TBD: staff], tenant_db.[TBD: staff_skill / employment_history / account]",スタッフ登録 (https://www.notion.so/362f02c407dd8072b4a8c9c2e7725249?pvs=21),MOTO Portal,スタッフを新規作成する。
MO-SET-001-API-01-Get Company Master,Get Company Master,Lấy thông tin master công ty.,/api/v1/moto/settings/company-master,Company Settings,GET,tenant_db.mst_moto_company,企業マスタ (https://www.notion.so/362f02c407dd803bad24cf4c961d6794?pvs=21),MOTO Portal,会社マスタの情報を取得する。
MO-SET-001-API-02-Update Company Master,Update Company Master,Cập nhật master công ty.,/api/v1/moto/settings/company-master,Company Settings,PATCH,tenant_db.mst_moto_company,企業マスタ (https://www.notion.so/362f02c407dd803bad24cf4c961d6794?pvs=21),MOTO Portal,会社マスタを更新する。
MO-SET-002-API-01-Get Branch Master,Get Branch Master,Lấy thông tin master chi nhánh/văn phòng.,/api/v1/moto/settings/branch-master,Company Settings,GET,"tenant_db.mst_moto_company, tenant_db.mst_moto_office",事業所マスタ (https://www.notion.so/362f02c407dd80aabedcd4c9a9b70a62?pvs=21),MOTO Portal,拠点／事業所マスタの情報を取得する。
MO-SET-002-API-02-Update Branch Master,Update Branch Master,Cập nhật master chi nhánh/văn phòng.,/api/v1/moto/settings/branch-master,Company Settings,PATCH,"tenant_db.mst_moto_company, tenant_db.mst_moto_office",事業所マスタ (https://www.notion.so/362f02c407dd80aabedcd4c9a9b70a62?pvs=21),MOTO Portal,拠点／事業所マスタを更新する。
MO-SET-003-API-01-Get Department Master,Get Department Master,Lấy thông tin master phòng ban.,/api/v1/moto/settings/department-master,Company Settings,GET,"tenant_db.mst_moto_company, tenant_db.mst_moto_department",部署マスタ (https://www.notion.so/362f02c407dd80369d29d07893b4b03f?pvs=21),MOTO Portal,部門マスタの情報を取得する。
MO-SET-003-API-02-Update Department Master,Update Department Master,Cập nhật master phòng ban.,/api/v1/moto/settings/department-master,Company Settings,PATCH,"tenant_db.mst_moto_company, tenant_db.mst_moto_department",部署マスタ (https://www.notion.so/362f02c407dd80369d29d07893b4b03f?pvs=21),MOTO Portal,部門マスタを更新する。
MO-SET-004-API-01-Get User Master,Get User Master,Lấy thông tin master người dùng.,/api/v1/moto/settings/user-master,Company Settings,GET,"tenant_db.mst_moto_user, tenant_db.mst_moto_company, tenant_db.mst_moto_office, tenant_db.mst_moto_department","ユーザーマスタ (https://www.notion.so/362f02c407dd801db088db7823901131?pvs=21), ユーザー登録 (https://www.notion.so/380f02c407dd806496f9d41cf16bdfbb?pvs=21), ユーザー編集 (https://www.notion.so/380f02c407dd80fca03bf23a5900cfb6?pvs=21)",MOTO Portal,ユーザーマスタの情報を取得する。
MO-SET-004-API-02-Update User Master,Update User Master,Cập nhật master người dùng.,/api/v1/moto/settings/user-master,Company Settings,PATCH,"tenant_db.mst_moto_user, tenant_db.mst_moto_company, tenant_db.mst_moto_office, tenant_db.mst_moto_department","ユーザーマスタ (https://www.notion.so/362f02c407dd801db088db7823901131?pvs=21), ユーザー登録 (https://www.notion.so/380f02c407dd806496f9d41cf16bdfbb?pvs=21), ユーザー編集 (https://www.notion.so/380f02c407dd80fca03bf23a5900cfb6?pvs=21)",MOTO Portal,ユーザーマスタを更新する。
MO-SET-005-API-01-Get Role Master,Get Role Master,Lấy thông tin master vai trò/quyền hạn.,/api/v1/moto/settings/role-master,Company Settings,GET,"tenant_db.mst_moto_user, tenant_db.[TBD: role / permission]",権限マスタ (https://www.notion.so/362f02c407dd800c9eb1f04db0997084?pvs=21),MOTO Portal,ロール／権限マスタの情報を取得する。
MO-SET-005-API-02-Update Role Master,Update Role Master,Cập nhật master vai trò/quyền hạn.,/api/v1/moto/settings/role-master,Company Settings,PATCH,"tenant_db.mst_moto_user, tenant_db.[TBD: role / permission]",権限マスタ (https://www.notion.so/362f02c407dd800c9eb1f04db0997084?pvs=21),MOTO Portal,ロール／権限マスタを更新する。
MO-SET-007-API-02-Update Workplace Type Master,Update Workplace Type Master,Cập nhật master loại nơi làm việc.,/api/v1/moto/settings/workplace-type-master,Company Settings,PATCH,tenant_db.[TBD: workplace_type_master],就業場所区分マスタ (https://www.notion.so/362f02c407dd8099ac54d5f106e9a4a8?pvs=21),MOTO Portal,勤務場所区分マスタを更新する。
MO-SET-007-API-01-Get Workplace Type Master,Get Workplace Type Master,Lấy thông tin master loại nơi làm việc.,/api/v1/moto/settings/workplace-type-master,Company Settings,GET,tenant_db.[TBD: workplace_type_master],就業場所区分マスタ (https://www.notion.so/362f02c407dd8099ac54d5f106e9a4a8?pvs=21),MOTO Portal,勤務場所区分マスタの情報を取得する。
MO-SET-006-API-02-Update Attendance Type Master,Update Attendance Type Master,Cập nhật master loại chấm công.,/api/v1/moto/settings/attendance-type-master,Company Settings,PATCH,"tenant_db.[TBD: attendance_type_master], tenant_db.[TBD: attendance / attendance_approval], tenant_db.[TBD: contract / staff]",勤怠区分マスタ (https://www.notion.so/362f02c407dd8049844bf96e4447d0ea?pvs=21),MOTO Portal,勤怠区分マスタを更新する。
MO-SET-008-API-02-Update Mail Alert Setting,Update Mail Alert Setting,Cập nhật thiết lập cảnh báo email.,/api/v1/moto/settings/mail-alert-setting,Company Settings,PATCH,"tenant_db.mst_moto_user, tenant_db.[TBD: mail_alert_setting]",メール・アラーム設定 (https://www.notion.so/362f02c407dd80f8a93dcb1e8cdc5153?pvs=21),MOTO Portal,メール通知設定を更新する。
MO-SET-008-API-01-Get Mail Alert Setting,Get Mail Alert Setting,Lấy thông tin thiết lập cảnh báo email.,/api/v1/moto/settings/mail-alert-setting,Company Settings,GET,"tenant_db.mst_moto_user, tenant_db.[TBD: mail_alert_setting], central_db.notification_history",メール・アラーム設定 (https://www.notion.so/362f02c407dd80f8a93dcb1e8cdc5153?pvs=21),MOTO Portal,メール通知設定の情報を取得する。
MO-REQ-005-API-01-Get Response History,Get Response History,Lấy lịch sử phản hồi.,/api/v1/moto/requests/response-history,Request Management,GET,"central_db.r_deal_moto_saki, tenant_db.[TBD: staffing_request / estimate_response]"," 見積/派遣照会回答履歴 (https://www.notion.so/362f02c407dd80ce8552e450d8c3ebbd?pvs=21)",MOTO Portal,回答履歴を取得する。
MO-CON-009-API-01-Export Contract Document Download,Export Contract Document Download,Tải xuống tài liệu hợp đồng.,/api/v1/moto/contracts/contract-document-download/export,Contract Management,GET,"central_db.r_deal_moto_saki, tenant_db.[TBD: contract / contract_document], tenant_db.[TBD: download_history / file]",契約帳票DL (https://www.notion.so/DL-362f02c407dd8022a5a4ddfbe5bfbc0b?pvs=21),MOTO Portal,契約書類をダウンロードする。
MO-ATT-007-API-01-Export Attendance Export,Export Attendance Export,Xuất dữ liệu chấm công ra file.,/api/v1/moto/attendance/attendance-export/export,Attendance Management,GET,"tenant_db.[TBD: attendance / attendance_approval], tenant_db.[TBD: contract / staff]",勤怠/集計DL (https://www.notion.so/DL-362f02c407dd80c69920c493b9811e1d?pvs=21),MOTO Portal,勤怠データをファイル出力する。
MO-AUTH-001-API-01-Login,Login,"Đăng nhập, xác thực tài khoản và cấp token truy cập.",/api/v1/moto/auth/login,Common,POST,"central_db.mst_tenant, tenant_db.mst_moto_user, tenant_db.[TBD: login_history / access_token]",ログイン (https://www.notion.so/362f02c407dd80d8ae5cf7086b4c3dd1?pvs=21),MOTO Portal,ログイン認証を行い、アクセストークンを発行する。
MO-AUTH-002-API-01-Logout,Logout,Đăng xuất và vô hiệu hóa phiên/token hiện tại.,/api/v1/moto/auth/logout,Common,POST,"central_db.mst_tenant, tenant_db.mst_moto_user, tenant_db.[TBD: login_history / access_token]",ログアウト (https://www.notion.so/362f02c407dd800db28ed53e0ae57a60?pvs=21),MOTO Portal,ログアウトし、現在のセッション／トークンを無効化する。
MO-AUTH-003-API-01-Change Password,Change Password,Đổi mật khẩu cho tài khoản đang đăng nhập.,/api/v1/moto/auth/password/change,Common,POST,"central_db.mst_tenant, tenant_db.mst_moto_user, tenant_db.[TBD: login_history / access_token]",パスワード変更 (https://www.notion.so/362f02c407dd808daf09f5da89dd252d?pvs=21),MOTO Portal,ログイン中ユーザーのパスワードを変更する。
MO-AUTH-004-API-01-Request Password Reset,Request Password Reset,Gửi yêu cầu đặt lại mật khẩu.,/api/v1/moto/auth/password-reset/request,Common,POST,"central_db.mst_tenant, tenant_db.mst_moto_user, tenant_db.[TBD: login_history / access_token], central_db.r_deal_moto_saki, tenant_db.[TBD: staffing_request / estimate_response], tenant_db.[TBD: staff], tenant_db.[TBD: staff_skill / employment_history / account]",パスワード初期化 (https://www.notion.so/362f02c407dd808b9f91f477cdfe18e4?pvs=21),MOTO Portal,パスワードリセット依頼を送信する。
MO-AUTH-004-API-02-Confirm Password Reset,Confirm Password Reset,Xác nhận đặt lại mật khẩu bằng mã/token.,/api/v1/moto/auth/password-reset/confirm,Common,POST,"central_db.mst_tenant, tenant_db.mst_moto_user, tenant_db.[TBD: login_history / access_token]",パスワード初期化 (https://www.notion.so/362f02c407dd808b9f91f477cdfe18e4?pvs=21),MOTO Portal,コード／トークンでパスワードリセットを確定する。
MO-COM-007-API-01-Get User Operation Log,Get User Operation Log,Lấy nhật ký thao tác người dùng.,/api/v1/moto/common/user-operation-log,Common,GET,"tenant_db.mst_moto_user, tenant_db.mst_moto_company, tenant_db.mst_moto_office, tenant_db.mst_moto_department",操作履歴 (https://www.notion.so/362f02c407dd803b8cacdcfc7bb21cf9?pvs=21),MOTO Portal,ユーザー操作ログを取得する。
MO-ATT-010-API-01-Get Legal Holiday Setting,Get Legal Holiday Setting,Lấy thông tin thiết lập ngày nghỉ pháp định.,/api/v1/moto/attendance/legal-holiday-setting,Attendance Management,GET,"tenant_db.[TBD: attendance / attendance_approval], tenant_db.[TBD: contract / staff], tenant_db.[TBD: invoice / billing], tenant_db.[TBD: attendance], tenant_db.[TBD: legal_holiday_setting]",法定休日設定 (https://www.notion.so/362f02c407dd803199bbc6262a86716b?pvs=21),MOTO Portal,法定休日設定の情報を取得する。
MO-ATT-010-API-02-Update Legal Holiday Setting,Update Legal Holiday Setting,Cập nhật thiết lập ngày nghỉ pháp định.,/api/v1/moto/attendance/legal-holiday-setting,Attendance Management,PATCH,"tenant_db.[TBD: attendance / attendance_approval], tenant_db.[TBD: contract / staff], tenant_db.[TBD: legal_holiday_setting]",法定休日設定 (https://www.notion.so/362f02c407dd803199bbc6262a86716b?pvs=21),MOTO Portal,法定休日設定を更新する。
MO-BILL-010-API-01-Get Billing Default Setting,Get Billing Default Setting,Lấy thông tin thiết lập mặc định hóa đơn.,/api/v1/moto/billing/billing-default-setting,Billing Management,GET,"tenant_db.[TBD: invoice / billing], tenant_db.[TBD: attendance], tenant_db.[TBD: default_setting]",請求書初期値設定 (https://www.notion.so/362f02c407dd8045992bfdccf9364f97?pvs=21),MOTO Portal,請求デフォルト設定の情報を取得する。
MO-BILL-010-API-02-Update Billing Default Setting,Update Billing Default Setting,Cập nhật thiết lập mặc định hóa đơn.,/api/v1/moto/billing/billing-default-setting,Billing Management,PATCH,"tenant_db.[TBD: invoice / billing], tenant_db.[TBD: attendance], tenant_db.[TBD: default_setting]",請求書初期値設定 (https://www.notion.so/362f02c407dd8045992bfdccf9364f97?pvs=21),MOTO Portal,請求デフォルト設定を更新する。
MO-SET-010-API-02-Update Contract Default Setting,Update Contract Default Setting,Cập nhật thiết lập mặc định hợp đồng.,/api/v1/moto/settings/contract-default-setting,Company Settings,PATCH,"central_db.r_deal_moto_saki, tenant_db.[TBD: contract / contract_document], tenant_db.[TBD: default_setting]",契約書初期値設定 (https://www.notion.so/362f02c407dd8063ad48dc74955b754d?pvs=21),MOTO Portal,契約デフォルト設定を更新する。
MO-SET-010-API-01-Get Contract Default Setting,Get Contract Default Setting,Lấy thông tin thiết lập mặc định hợp đồng.,/api/v1/moto/settings/contract-default-setting,Company Settings,GET,"central_db.r_deal_moto_saki, tenant_db.[TBD: contract / contract_document], tenant_db.[TBD: default_setting]",契約書初期値設定 (https://www.notion.so/362f02c407dd8063ad48dc74955b754d?pvs=21),MOTO Portal,契約デフォルト設定の情報を取得する。
MO-SET-011-API-02-Get Upload Result,Get Upload Result,Xem kết quả upload/import.,/api/v1/moto/settings/uploads/results,Company Settings,GET,tenant_db.[TBD: file_upload_history / upload_result / validation_error],ファイルレイアウト設定 (https://www.notion.so/362f02c407dd80d7832de0b00abc693a?pvs=21),MOTO Portal,アップロード／取込結果を確認する。
MO-SET-011-API-01-Upload File Layout Setting,Upload File Layout Setting,Tải lên thiết lập layout file import để import/xử lý.,/api/v1/moto/settings/uploads,Company Settings,POST,"tenant_db.[TBD: file_upload_history / upload_result / validation_error], tenant_db.[TBD: download_history / file]",ファイルレイアウト設定 (https://www.notion.so/362f02c407dd80d7832de0b00abc693a?pvs=21),MOTO Portal,取込ファイルレイアウト設定をアップロードして取込／処理する。
