Name,Action,Action Description VI,Action JP,Data Scope,Module,Module Code,No,Route,Screen EN Fixed,Screen ID,Screen JP,Screen Key,Screen VN,System,System Code,System JP
moto.request.estimate_response.view,view,Xem màn hình/dữ liệu,参照,ALL/BRANCH/ASSIGNED_ONLY,Request Management,request,125,/moto/requests/:id/estimate,Estimate Response,MO-REQ-003,見積回答,estimate_response,Tạo và submit estimate response,MOTO Portal,moto,派遣元ポータル
moto.request.estimate_response.submit,submit,Submit/gửi workflow,提出,ALL/BRANCH/ASSIGNED_ONLY,Request Management,request,126,/moto/requests/:id/estimate,Estimate Response,MO-REQ-003,見積回答,estimate_response,Tạo và submit estimate response,MOTO Portal,moto,派遣元ポータル
moto.request.staffing_response.view,view,Xem màn hình/dữ liệu,参照,ALL/BRANCH/ASSIGNED_ONLY,Request Management,request,127,/moto/requests/:id/response,Staffing Response,MO-REQ-004,派遣照会回答,staffing_response,Submit staff cho staffing request,MOTO Portal,moto,派遣元ポータル
moto.request.staffing_response.submit,submit,Submit/gửi workflow,提出,ALL/BRANCH/ASSIGNED_ONLY,Request Management,request,128,/moto/requests/:id/response,Staffing Response,MO-REQ-004,派遣照会回答,staffing_response,Submit staff cho staffing request,MOTO Portal,moto,派遣元ポータル
moto.request.staffing_response_cancel.view,view,Xem màn hình/dữ liệu,参照,ALL/BRANCH/ASSIGNED_ONLY,Request Management,request,129,/moto/requests/:id/cancel,Staffing Response Cancel Cancel,MO-REQ-006,派遣照会回答キャンセル,staffing_response_cancel,HIển thị thông tin khi cancel trả lời,MOTO Portal,moto,派遣元ポータル
moto.request.staffing_response_cancel.cancel,cancel,Hủy nghiệp vụ,取消,ALL/BRANCH/ASSIGNED_ONLY,Request Management,request,130,/moto/requests/:id/cancel,Staffing Response Cancel Cancel,MO-REQ-006,派遣照会回答キャンセル,staffing_response_cancel,HIển thị thông tin khi cancel trả lời,MOTO Portal,moto,派遣元ポータル
moto.request.staffing_response_cancel.submit,submit,Submit/gửi workflow,提出,ALL/BRANCH/ASSIGNED_ONLY,Request Management,request,131,/moto/requests/:id/cancel,Staffing Response Cancel Cancel,MO-REQ-006,派遣照会回答キャンセル,staffing_response_cancel,HIển thị thông tin khi cancel trả lời,MOTO Portal,moto,派遣元ポータル
moto.request.response_history.view,view,Xem màn hình/dữ liệu,参照,ALL/BRANCH/ASSIGNED_ONLY,Request Management,request,132,/moto/requests/:id/response-history,Response History,MO-REQ-005,見積/派遣照会回答履歴,response_history,Xem lịch sử trả lời 見積/派遣照会.,MOTO Portal,moto,派遣元ポータル
moto.client.client_list.view,view,Xem màn hình/dữ liệu,参照,ALL/BRANCH/ASSIGNED_ONLY,Client Management,client,133,/moto/clients,Client List,MO-SAKI-001,派遣先一覧,client_list,Danh sách các 派遣先 đang giao dịch/kết nối với MOTO. Hỗ trợ search/filter/detail/export.,MOTO Portal,moto,派遣元ポータル
moto.client.client_list.export,export,Export CSV/Excel,エクスポート,ALL/BRANCH/ASSIGNED_ONLY,Client Management,client,134,/moto/clients,Client List,MO-SAKI-001,派遣先一覧,client_list,Danh sách các 派遣先 đang giao dịch/kết nối với MOTO. Hỗ trợ search/filter/detail/export.,MOTO Portal,moto,派遣元ポータル
moto.client.client_detail.view,view,Xem màn hình/dữ liệu,参照,ALL/BRANCH/ASSIGNED_ONLY,Client Management,client,135,/moto/clients/:id,Client Detail,MO-SAKI-002,派遣先詳細,client_detail,Xem chi tiết 派遣先 và lịch sử giao dịch.,MOTO Portal,moto,派遣元ポータル
moto.client.client_contract_list.view,view,Xem màn hình/dữ liệu,参照,ALL/BRANCH/ASSIGNED_ONLY,Client Management,client,136,/moto/clients/:id/contracts,Client Contract List,MO-SAKI-003,派遣先契約一覧,client_contract_list,Danh sách contract theo 派遣先.,MOTO Portal,moto,派遣元ポータル
moto.client.client_request_history.view,view,Xem màn hình/dữ liệu,参照,ALL/BRANCH/ASSIGNED_ONLY,Client Management,client,137,/moto/clients/:id/requests,Client Request History,MO-SAKI-004,派遣照会履歴,client_request_history,Lịch sử staffing request từ 派遣先.,MOTO Portal,moto,派遣元ポータル
moto.client.trading_client_setting.view,view,Xem màn hình/dữ liệu,参照,ALL/BRANCH/ASSIGNED_ONLY,Client Management,client,138,/moto/clients/:id/settings,Trading Client Setting,MO-SAKI-005,取引派遣先設定,trading_client_setting,Enable/disable/config 派遣先 usage.,MOTO Portal,moto,派遣元ポータル
moto.client.trading_client_setting.edit,edit,Chỉnh sửa dữ liệu,修正,ALL/BRANCH/ASSIGNED_ONLY,Client Management,client,139,/moto/clients/:id/settings,Trading Client Setting,MO-SAKI-005,取引派遣先設定,trading_client_setting,Enable/disable/config 派遣先 usage.,MOTO Portal,moto,派遣元ポータル
moto.settings.company_master.view,view,Xem màn hình/dữ liệu,参照,ALL,Company Settings,settings,140,/moto/settings/company,Company Master,MO-SET-001,企業マスタ,company_master,Quản lý thông tin công ty,MOTO Portal,moto,派遣元ポータル
moto.settings.company_master.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Company Settings,settings,141,/moto/settings/company,Company Master,MO-SET-001,企業マスタ,company_master,Quản lý thông tin công ty,MOTO Portal,moto,派遣元ポータル
moto.settings.company_master.create,create,Tạo mới dữ liệu,作成,ALL,Company Settings,settings,142,/moto/settings/company,Company Master,MO-SET-001,企業マスタ,company_master,Quản lý thông tin công ty,MOTO Portal,moto,派遣元ポータル
moto.settings.company_master.delete,delete,Xóa dữ liệu,削除,ALL,Company Settings,settings,143,/moto/settings/company,Company Master,MO-SET-001,企業マスタ,company_master,Quản lý thông tin công ty,MOTO Portal,moto,派遣元ポータル
moto.settings.branch_master.view,view,Xem màn hình/dữ liệu,参照,ALL,Company Settings,settings,144,/moto/settings/branches,Branch Master,MO-SET-002,事業所マスタ,branch_master,"Quản lý branch
CRUD, CSV UPload",MOTO Portal,moto,派遣元ポータル
moto.settings.branch_master.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Company Settings,settings,145,/moto/settings/branches,Branch Master,MO-SET-002,事業所マスタ,branch_master,"Quản lý branch
CRUD, CSV UPload",MOTO Portal,moto,派遣元ポータル
moto.settings.branch_master.create,create,Tạo mới dữ liệu,作成,ALL,Company Settings,settings,146,/moto/settings/branches,Branch Master,MO-SET-002,事業所マスタ,branch_master,"Quản lý branch
CRUD, CSV UPload",MOTO Portal,moto,派遣元ポータル
moto.settings.branch_master.delete,delete,Xóa dữ liệu,削除,ALL,Company Settings,settings,147,/moto/settings/branches,Branch Master,MO-SET-002,事業所マスタ,branch_master,"Quản lý branch
CRUD, CSV UPload",MOTO Portal,moto,派遣元ポータル
moto.settings.branch_master.upload,upload,Upload file,アップロード,ALL,Company Settings,settings,148,/moto/settings/branches,Branch Master,MO-SET-002,事業所マスタ,branch_master,"Quản lý branch
CRUD, CSV UPload",MOTO Portal,moto,派遣元ポータル
moto.settings.branch_master.import,import,Import dữ liệu,インポート,ALL,Company Settings,settings,149,/moto/settings/branches,Branch Master,MO-SET-002,事業所マスタ,branch_master,"Quản lý branch
CRUD, CSV UPload",MOTO Portal,moto,派遣元ポータル
moto.settings.branch_master.export,export,Export CSV/Excel,エクスポート,ALL,Company Settings,settings,150,/moto/settings/branches,Branch Master,MO-SET-002,事業所マスタ,branch_master,"Quản lý branch
CRUD, CSV UPload",MOTO Portal,moto,派遣元ポータル
moto.settings.department_master.view,view,Xem màn hình/dữ liệu,参照,ALL,Company Settings,settings,151,/moto/settings/departments,Department Master,MO-SET-003,部署マスタ,department_master,Quản lý department,MOTO Portal,moto,派遣元ポータル
moto.settings.department_master.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Company Settings,settings,152,/moto/settings/departments,Department Master,MO-SET-003,部署マスタ,department_master,Quản lý department,MOTO Portal,moto,派遣元ポータル
moto.settings.department_master.create,create,Tạo mới dữ liệu,作成,ALL,Company Settings,settings,153,/moto/settings/departments,Department Master,MO-SET-003,部署マスタ,department_master,Quản lý department,MOTO Portal,moto,派遣元ポータル
moto.settings.department_master.delete,delete,Xóa dữ liệu,削除,ALL,Company Settings,settings,154,/moto/settings/departments,Department Master,MO-SET-003,部署マスタ,department_master,Quản lý department,MOTO Portal,moto,派遣元ポータル
moto.settings.user_master.view,view,Xem màn hình/dữ liệu,参照,ALL,Company Settings,settings,155,/moto/settings/users,User Master,MO-SET-004,ユーザーマスタ,user_master,Quản lý user hệ thống,MOTO Portal,moto,派遣元ポータル
moto.settings.user_master.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Company Settings,settings,156,/moto/settings/users,User Master,MO-SET-004,ユーザーマスタ,user_master,Quản lý user hệ thống,MOTO Portal,moto,派遣元ポータル
moto.settings.user_master.create,create,Tạo mới dữ liệu,作成,ALL,Company Settings,settings,157,/moto/settings/users,User Master,MO-SET-004,ユーザーマスタ,user_master,Quản lý user hệ thống,MOTO Portal,moto,派遣元ポータル
moto.settings.user_master.delete,delete,Xóa dữ liệu,削除,ALL,Company Settings,settings,158,/moto/settings/users,User Master,MO-SET-004,ユーザーマスタ,user_master,Quản lý user hệ thống,MOTO Portal,moto,派遣元ポータル
moto.settings.role_master.view,view,Xem màn hình/dữ liệu,参照,ALL,Company Settings,settings,159,/moto/settings/roles,Role Master,MO-SET-005,権限マスタ,role_master,Quản lý RBAC,MOTO Portal,moto,派遣元ポータル
moto.settings.role_master.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Company Settings,settings,160,/moto/settings/roles,Role Master,MO-SET-005,権限マスタ,role_master,Quản lý RBAC,MOTO Portal,moto,派遣元ポータル
moto.settings.role_master.create,create,Tạo mới dữ liệu,作成,ALL,Company Settings,settings,161,/moto/settings/roles,Role Master,MO-SET-005,権限マスタ,role_master,Quản lý RBAC,MOTO Portal,moto,派遣元ポータル
moto.settings.role_master.delete,delete,Xóa dữ liệu,削除,ALL,Company Settings,settings,162,/moto/settings/roles,Role Master,MO-SET-005,権限マスタ,role_master,Quản lý RBAC,MOTO Portal,moto,派遣元ポータル
moto.settings.attendance_type_master.view,view,Xem màn hình/dữ liệu,参照,ALL,Company Settings,settings,163,/moto/settings/attendance-types,Attendance Type Master,MO-SET-006,勤怠区分マスタ,attendance_type_master,Quản lý attendance type,MOTO Portal,moto,派遣元ポータル
moto.settings.attendance_type_master.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Company Settings,settings,164,/moto/settings/attendance-types,Attendance Type Master,MO-SET-006,勤怠区分マスタ,attendance_type_master,Quản lý attendance type,MOTO Portal,moto,派遣元ポータル
moto.settings.attendance_type_master.create,create,Tạo mới dữ liệu,作成,ALL,Company Settings,settings,165,/moto/settings/attendance-types,Attendance Type Master,MO-SET-006,勤怠区分マスタ,attendance_type_master,Quản lý attendance type,MOTO Portal,moto,派遣元ポータル
moto.settings.attendance_type_master.delete,delete,Xóa dữ liệu,削除,ALL,Company Settings,settings,166,/moto/settings/attendance-types,Attendance Type Master,MO-SET-006,勤怠区分マスタ,attendance_type_master,Quản lý attendance type,MOTO Portal,moto,派遣元ポータル
moto.settings.workplace_type_master.view,view,Xem màn hình/dữ liệu,参照,ALL,Company Settings,settings,167,/moto/settings/workplace-types,Workplace Type Master,MO-SET-007,就業場所区分マスタ,workplace_type_master,Quản lý workplace type,MOTO Portal,moto,派遣元ポータル
moto.settings.workplace_type_master.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Company Settings,settings,168,/moto/settings/workplace-types,Workplace Type Master,MO-SET-007,就業場所区分マスタ,workplace_type_master,Quản lý workplace type,MOTO Portal,moto,派遣元ポータル
moto.settings.workplace_type_master.create,create,Tạo mới dữ liệu,作成,ALL,Company Settings,settings,169,/moto/settings/workplace-types,Workplace Type Master,MO-SET-007,就業場所区分マスタ,workplace_type_master,Quản lý workplace type,MOTO Portal,moto,派遣元ポータル
moto.settings.workplace_type_master.delete,delete,Xóa dữ liệu,削除,ALL,Company Settings,settings,170,/moto/settings/workplace-types,Workplace Type Master,MO-SET-007,就業場所区分マスタ,workplace_type_master,Quản lý workplace type,MOTO Portal,moto,派遣元ポータル
moto.settings.mail_alert_setting.view,view,Xem màn hình/dữ liệu,参照,ALL,Company Settings,settings,171,/moto/settings/mail-alerts,Mail Alert Setting,MO-SET-008,メール・アラーム設定,mail_alert_setting,Thiết lập mail notification,MOTO Portal,moto,派遣元ポータル
moto.settings.mail_alert_setting.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Company Settings,settings,172,/moto/settings/mail-alerts,Mail Alert Setting,MO-SET-008,メール・アラーム設定,mail_alert_setting,Thiết lập mail notification,MOTO Portal,moto,派遣元ポータル
moto.settings.contract_default_setting.view,view,Xem màn hình/dữ liệu,参照,ALL,Company Settings,settings,173,/moto/settings/contract-defaults,Contract Default Setting,MO-SET-010,契約書初期値設定,contract_default_setting,Thiết lập default contract values và wording.,MOTO Portal,moto,派遣元ポータル
moto.settings.contract_default_setting.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Company Settings,settings,174,/moto/settings/contract-defaults,Contract Default Setting,MO-SET-010,契約書初期値設定,contract_default_setting,Thiết lập default contract values và wording.,MOTO Portal,moto,派遣元ポータル
moto.settings.file_layout_setting.view,view,Xem màn hình/dữ liệu,参照,ALL,Company Settings,settings,175,/moto/settings/file-layouts,File Layout Setting,MO-SET-011,ファイルレイアウト設定,file_layout_setting,Thiết lập mapping column cho CSV upload/download.,MOTO Portal,moto,派遣元ポータル
moto.settings.file_layout_setting.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Company Settings,settings,176,/moto/settings/file-layouts,File Layout Setting,MO-SET-011,ファイルレイアウト設定,file_layout_setting,Thiết lập mapping column cho CSV upload/download.,MOTO Portal,moto,派遣元ポータル
moto.settings.file_layout_setting.upload,upload,Upload file,アップロード,ALL,Company Settings,settings,177,/moto/settings/file-layouts,File Layout Setting,MO-SET-011,ファイルレイアウト設定,file_layout_setting,Thiết lập mapping column cho CSV upload/download.,MOTO Portal,moto,派遣元ポータル
moto.settings.file_layout_setting.import,import,Import dữ liệu,インポート,ALL,Company Settings,settings,178,/moto/settings/file-layouts,File Layout Setting,MO-SET-011,ファイルレイアウト設定,file_layout_setting,Thiết lập mapping column cho CSV upload/download.,MOTO Portal,moto,派遣元ポータル
moto.settings.file_layout_setting.download,download,Download file/PDF,ダウンロード,ALL,Company Settings,settings,179,/moto/settings/file-layouts,File Layout Setting,MO-SET-011,ファイルレイアウト設定,file_layout_setting,Thiết lập mapping column cho CSV upload/download.,MOTO Portal,moto,派遣元ポータル
moto.settings.file_layout_setting.export,export,Export CSV/Excel,エクスポート,ALL,Company Settings,settings,180,/moto/settings/file-layouts,File Layout Setting,MO-SET-011,ファイルレイアウト設定,file_layout_setting,Thiết lập mapping column cho CSV upload/download.,MOTO Portal,moto,派遣元ポータル
moto.settings.billing_destination_setting.view,view,Xem màn hình/dữ liệu,参照,ALL,Company Settings,settings,181,/moto/settings/billing-destination,Billing Destination Setting,MO-SET-020,請求書送付先設定,billing_destination_setting,Thiết lập địa chỉ/mail nhận invoice hệ thống.,MOTO Portal,moto,派遣元ポータル
moto.settings.billing_destination_setting.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Company Settings,settings,182,/moto/settings/billing-destination,Billing Destination Setting,MO-SET-020,請求書送付先設定,billing_destination_setting,Thiết lập địa chỉ/mail nhận invoice hệ thống.,MOTO Portal,moto,派遣元ポータル
moto.settings.editable_user_field_setting.view,view,Xem màn hình/dữ liệu,参照,ALL,Company Settings,settings,183,/moto/settings/user-editable-fields,Editable User Field Setting,MO-SET-021,ユーザー編集可能項目設定,editable_user_field_setting,Thiết lập field nào user được edit.,MOTO Portal,moto,派遣元ポータル
moto.settings.editable_user_field_setting.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Company Settings,settings,184,/moto/settings/user-editable-fields,Editable User Field Setting,MO-SET-021,ユーザー編集可能項目設定,editable_user_field_setting,Thiết lập field nào user được edit.,MOTO Portal,moto,派遣元ポータル
moto.settings.invoice_initial_setup.view,view,Xem màn hình/dữ liệu,参照,ALL,Company Settings,settings,185,/moto/settings/user-editable-fields,Invoice Initial Setup,MO-SET-022,請求書初期設定,invoice_initial_setup,Setup hoá đơn,MOTO Portal,moto,派遣元ポータル
moto.settings.invoice_initial_setup.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Company Settings,settings,186,/moto/settings/user-editable-fields,Invoice Initial Setup,MO-SET-022,請求書初期設定,invoice_initial_setup,Setup hoá đơn,MOTO Portal,moto,派遣元ポータル
moto.settings.user_master_create.view,view,Xem màn hình/dữ liệu,参照,ALL,Company Settings,settings,187,/moto/settings/users,User Master Create,MO-SET-023,ユーザー登録,user_master_create,Thêm mới user hệ thống,MOTO Portal,moto,派遣元ポータル
moto.settings.user_master_create.create,create,Tạo mới dữ liệu,作成,ALL,Company Settings,settings,188,/moto/settings/users,User Master Create,MO-SET-023,ユーザー登録,user_master_create,Thêm mới user hệ thống,MOTO Portal,moto,派遣元ポータル
moto.settings.user_master_create.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Company Settings,settings,189,/moto/settings/users,User Master Create,MO-SET-023,ユーザー登録,user_master_create,Thêm mới user hệ thống,MOTO Portal,moto,派遣元ポータル
moto.settings.user_master_create.delete,delete,Xóa dữ liệu,削除,ALL,Company Settings,settings,190,/moto/settings/users,User Master Create,MO-SET-023,ユーザー登録,user_master_create,Thêm mới user hệ thống,MOTO Portal,moto,派遣元ポータル
moto.settings.user_master_update.view,view,Xem màn hình/dữ liệu,参照,ALL,Company Settings,settings,191,/moto/settings/users/{id},User Master Update,MO-SET-024,ユーザー編集,user_master_update,Cập nhật user hệ thống,MOTO Portal,moto,派遣元ポータル
moto.settings.user_master_update.edit,edit,Chỉnh sửa dữ liệu,修正,ALL,Company Settings,settings,192,/moto/settings/users/{id},User Master Update,MO-SET-024,ユーザー編集,user_master_update,Cập nhật user hệ thống,MOTO Portal,moto,派遣元ポータル
moto.settings.user_master_update.create,create,Tạo mới dữ liệu,作成,ALL,Company Settings,settings,193,/moto/settings/users/{id},User Master Update,MO-SET-024,ユーザー編集,user_master_update,Cập nhật user hệ thống,MOTO Portal,moto,派遣元ポータル
moto.settings.user_master_update.delete,delete,Xóa dữ liệu,削除,ALL,Company Settings,settings,194,/moto/settings/users/{id},User Master Update,MO-SET-024,ユーザー編集,user_master_update,Cập nhật user hệ thống,MOTO Portal,moto,派遣元ポータル
moto.staff.staff_management.import,import,Import dữ liệu,インポート,ALL/BRANCH/ASSIGNED_ONLY,Staff Management,staff,198,,Staff Import,MO-STF-001−1,Staff import,staff_management,,MOTO Portal,moto,派遣元ポータル
moto.staff.staff_management.view,view,Xem màn hình/dữ liệu,参照,ALL/BRANCH/ASSIGNED_ONLY,Staff Management,staff,199,/moto/staff/create,Create Staff,MO-STF-002,スタッフ登録,staff_management,Tạo staff mới,MOTO Portal,moto,派遣元ポータル
moto.staff.staff_management.create,create,Tạo mới dữ liệu,作成,ALL/BRANCH/ASSIGNED_ONLY,Staff Management,staff,200,/moto/staff/create,Create Staff,MO-STF-002,スタッフ登録,staff_management,Tạo staff mới,MOTO Portal,moto,派遣元ポータル
moto.staff.staff_management.view,view,Xem màn hình/dữ liệu,参照,ALL/BRANCH/ASSIGNED_ONLY,Staff Management,staff,201,/moto/staff,Staff Detail,MO-STF-004,スタッフアカウント管理,staff_management,Staff Account,MOTO Portal,moto,派遣元ポータル
moto.staff.staff_attendance_status.view,view,Xem màn hình/dữ liệu,参照,ALL/BRANCH/ASSIGNED_ONLY,Staff Management,staff,205,/moto/staff,Staff Attendance Status,MO-STF-005,スタッフ勤怠状況,staff_attendance_status,Staff Attendance Status,MOTO Portal,moto,派遣元ポータル
moto.staff.contract.history,view,Xem màn hình/dữ liệu,参照,ALL/BRANCH/ASSIGNED_ONLY,Staff Management,staff,206,/moto/staff,Staff Employment History,MO-STF-006,スタッフ契約履歴,contract_history,Staff Employment History,MOTO Portal,moto,派遣元ポータル
moto.staff.account.edit,edit,Chỉnh sửa dữ liệu,修正,ALL/BRANCH/ASSIGNED_ONLY,Staff Management,staff,208,/moto/staff,Edit staff,MO-STF-007,スタッフアカウント編集,staff_account,,MOTO Portal,moto,派遣元ポータル
moto.staff.modal_change_staff_status.edit,edit,Chỉnh sửa dữ liệu,修正,ALL/BRANCH/ASSIGNED_ONLY,Staff Management,staff,210,/moto/staff,Modal change staff status,MO-STF-008,アカウント発行,staff_account,Modal change staff status,MOTO Portal,moto,派遣元ポータル
moto.staff.modal_change_staff_status.issue,issue,Phát hành account/tài liệu,発行,ALL/BRANCH/ASSIGNED_ONLY,Staff Management,staff,211,/moto/staff,Modal change staff status,MO-STF-008,アカウント発行,staff_account,Modal change staff status,MOTO Portal,moto,派遣元ポータル
saki.common.audit_log.view,view,Xem màn hình/dữ liệu,参照,SELF_ONLY/ALL,Common,common,214,/saki/audit-log,Audit Log,SA-COM-011,操作履歴,audit_log,Audit thao tác user.,SAKI Portal,saki,派遣先ポータル
saki.common.validation_error_list.view,view,Xem màn hình/dữ liệu,参照,SELF_ONLY/ALL,Common,common,215,/saki/validation-errors,Validation Error List,SA-COM-010,検証エラー一覧,validation_error_list,Danh sách validation errors.,SAKI Portal,saki,派遣先ポータル
saki.common.upload_result.view,view,Xem màn hình/dữ liệu,参照,SELF_ONLY/ALL,Common,common,216,/saki/upload-results,Upload Result,SA-COM-009,アップロード結果,upload_result,Xem kết quả upload/import file.,SAKI Portal,saki,派遣先ポータル
saki.common.download_history.export,export,Export CSV/Excel,エクスポート,SELF_ONLY/ALL,Common,common,224,/saki/download-history,Download History,SA-COM-007,ダウンロード履歴,download_history,Lịch sử download/export file.,SAKI Portal,saki,派遣先ポータル
saki.common.login_history.view,view,Xem màn hình/dữ liệu,参照,SELF_ONLY/ALL,Common,common,225,/saki/login-history,Login History,SA-AUTH-006,ログイン履歴,login_history,Xem login history.,SAKI Portal,saki,派遣先ポータル
saki.request.pending_response_list.view,view,Xem màn hình/dữ liệu,参照,ALL/DEPARTMENT/ASSIGNED_ONLY,Request Management,request,233,/saki/pending-responses,Pending Response List,SA-REQ-013,未回答一覧,pending_response_list,Danh sách request chưa có response.,SAKI Portal,saki,派遣先ポータル
platform.tenant.moto_tenant_list.view,view,Xem màn hình/dữ liệu,参照,ALL,Tenant Management,tenant,234,/admin/moto-tenants,MOTO Tenant List,PA-TEN-001,派遣元テナント一覧,moto_tenant_list,Danh sách tenant MOTO,Platform SaaS Admin,platform,プラットフォーム管理
saki.request.response_detail.view,view,Xem màn hình/dữ liệu,参照,ALL/DEPARTMENT/ASSIGNED_ONLY,Request Management,request,235,/saki/responses/:id,Response Detail,SA-REQ-011,派遣照会回答詳細,response_detail,Xem response detail.,SAKI Portal,saki,派遣先ポータル
saki.request.staffing_response_list.view,view,Xem màn hình/dữ liệu,参照,ALL/DEPARTMENT/ASSIGNED_ONLY,Request Management,request,236,/saki/responses,Staffing Response List,SA-REQ-010,派遣照会回答一覧,staffing_response_list,Danh sách response từ MOTO.,SAKI Portal,saki,派遣先ポータル
saki.request.estimate_export.export,export,Export CSV/Excel,エクスポート,ALL/DEPARTMENT/ASSIGNED_ONLY,Request Management,request,239,/saki/estimates/export,Estimate Export,SA-REQ-009,見積DL,estimate_export,Export estimate CSV/PDF.,SAKI Portal,saki,派遣先ポータル
saki.request.estimate_compare.view,view,Xem màn hình/dữ liệu,参照,ALL/DEPARTMENT/ASSIGNED_ONLY,Request Management,request,240,/saki/estimates/compare,Estimate Compare,SA-REQ-008,見積比較,estimate_compare,So sánh estimate giữa nhiều MOTO.,SAKI Portal,saki,派遣先ポータル
saki.request.estimate_detail.view,view,Xem màn hình/dữ liệu,参照,ALL/DEPARTMENT/ASSIGNED_ONLY,Request Management,request,241,/saki/estimates/:id,Estimate Detail,SA-REQ-007,見積詳細,estimate_detail,Chi tiết estimate.,SAKI Portal,saki,派遣先ポータル
saki.request.estimate_list.view,view,Xem màn hình/dữ liệu,参照,ALL/DEPARTMENT/ASSIGNED_ONLY,Request Management,request,242,/saki/estimates,Estimate List,SA-REQ-006,見積一覧,estimate_list,Danh sách estimate từ MOTO.,SAKI Portal,saki,派遣先ポータル
saki.request.staffing_request_cancel.cancel,cancel,Hủy nghiệp vụ,取消,ALL/DEPARTMENT/ASSIGNED_ONLY,Request Management,request,244,/saki/requests/:id/cancel,Staffing Cancel Request,SA-REQ-005,派遣照会取消,staffing_request_cancel,Hủy staffing request.,SAKI Portal,saki,派遣先ポータル
saki.request.staffing_request_edit.edit,edit,Chỉnh sửa dữ liệu,修正,ALL/DEPARTMENT/ASSIGNED_ONLY,Request Management,request,246,/saki/requests/:id/edit,Staffing Edit Request,SA-REQ-004,派遣照会修正,staffing_request_edit,Chỉnh sửa request trước khi finalized.,SAKI Portal,saki,派遣先ポータル
saki.request.staffing_request_create.create,create,Tạo mới dữ liệu,作成,ALL/DEPARTMENT/ASSIGNED_ONLY,Request Management,request,248,/saki/requests/create,Staffing Create Request,SA-REQ-003,派遣照会作成,staffing_request_create,Tạo staffing request mới.,SAKI Portal,saki,派遣先ポータル
saki.request.staffing_request_detail.view,view,Xem màn hình/dữ liệu,参照,ALL/DEPARTMENT/ASSIGNED_ONLY,Request Management,request,249,/saki/requests/:id,Staffing Request Detail,SA-REQ-002,派遣照会詳細,staffing_request_detail,Xem chi tiết staffing request.,SAKI Portal,saki,派遣先ポータル
saki.request.staffing_request_list.view,view,Xem màn hình/dữ liệu,参照,ALL/DEPARTMENT/ASSIGNED_ONLY,Request Management,request,250,/saki/requests,Staffing  Request List,SA-REQ-001,派遣照会一覧,staffing_request_list,Danh sách staffing requests.,SAKI Portal,saki,派遣先ポータル
saki.contract.contract_end_confirmation.cancel,cancel,Hủy nghiệp vụ,取消,ALL/DEPARTMENT/ASSIGNED_ONLY,Contract Management,contract,252,/saki/contracts/:id/end,Contract End Confirmation,SA-CON-009,契約終了確認,contract_end_confirmation,Confirm contract end.,SAKI Portal,saki,派遣先ポータル
saki.contract.contract_extension_approval.approve,approve,Phê duyệt,承認,ALL/DEPARTMENT/ASSIGNED_ONLY,Contract Management,contract,254,/saki/contracts/:id/extension,Contract Extension Approval,SA-CON-008,契約延長承認,contract_extension_approval,Approve extension request.,SAKI Portal,saki,派遣先ポータル
saki.contract.contract_extension_approval.reject,reject,Từ chối/trả lại,却下/差戻し,ALL/DEPARTMENT/ASSIGNED_ONLY,Contract Management,contract,255,/saki/contracts/:id/extension,Contract Extension Approval,SA-CON-008,契約延長承認,contract_extension_approval,Approve extension request.,SAKI Portal,saki,派遣先ポータル
saki.contract.contract_download_history.download,download,Download file/PDF,ダウンロード,ALL/DEPARTMENT/ASSIGNED_ONLY,Contract Management,contract,257,/saki/contracts/download-history,Contract Download History,SA-CON-007,契約DL履歴,contract_download_history,Lịch sử download contract.,SAKI Portal,saki,派遣先ポータル
saki.contract.contract_pdf_download.download,download,Download file/PDF,ダウンロード,ALL/DEPARTMENT/ASSIGNED_ONLY,Contract Management,contract,259,/saki/contracts/:id/pdf,Contract PDF Download,SA-CON-006,契約書DL,contract_pdf_download,Download contract PDF.,SAKI Portal,saki,派遣先ポータル
saki.contract.contract_revision_history.view,view,Xem màn hình/dữ liệu,参照,ALL/DEPARTMENT/ASSIGNED_ONLY,Contract Management,contract,260,/saki/contracts/history,Contract Revision History,SA-CON-005,契約変更履歴,contract_revision_history,Lịch sử chỉnh sửa contract.,SAKI Portal,saki,派遣先ポータル
saki.contract.pending_contract_approval.view,view,Xem màn hình/dữ liệu,参照,ALL/DEPARTMENT/ASSIGNED_ONLY,Contract Management,contract,262,/saki/contracts/pending,Pending Contract Approval,SA-CON-004,未承認契約一覧,pending_contract_approval,Danh sách contract chờ approve.,SAKI Portal,saki,派遣先ポータル
